city,lat,lng
Venango,40.7637,-102.0441
Gilmore,35.4131,-90.2973
Benson,40.2028,-78.9293
Lignite,48.8771,-102.5645
Lamar,35.0942,-96.1241
Octavia,41.3474,-97.059
Milton,37.4432,-97.7694
Vaughnsville,40.8814,-84.146
Concord,42.3839,-96.989
Spiritwood Lake,47.0743,-98.5866
Dana,40.9565,-88.95
Roseville,41.8638,-76.9576
Lowndesville,34.2099,-82.6476
Castleford,42.5206,-114.8717
Ogdensburg,44.4535,-89.0316
Adams,36.7546,-101.0752
Summerfield,39.7969,-81.3355
Klagetoh,35.501,-109.5283
Summerfield,39.9968,-96.3493
Rockbridge,39.5861,-82.5262
Sportmans Shores,36.4645,-95.083
Danby,43.3452,-72.9946
Long Hollow,45.6823,-97.1611
Pierpont,45.4953,-97.8321
Prospect,35.0219,-86.999
Jonesville,39.0599,-85.8878
Peru,37.0803,-96.0962
Highland,39.344,-83.6001
West Burke,44.6431,-71.9792
Linn Grove,42.8928,-95.2424
Shawneetown,37.5511,-89.6554
Gideon,35.9972,-95.028
Rarden,38.9233,-83.2423
Spearsville,32.932,-92.6001
Cloverdale,41.0193,-84.3035
Ruth,40.2943,-123.3483
Donnelly,44.7351,-116.0788
Shiloh,33.9462,-80.0208
Endicott,40.0814,-97.0954
Freeman Spur,37.8613,-88.9993
Bloomington,39.4794,-79.0768
Bannock,40.1043,-80.9757
Upham,48.5815,-100.7284
Bretzville,38.2995,-86.8731
Lenox Dale,42.3339,-73.2496
Sutton,44.629,-72.0277
Waldorf,43.9332,-93.6976
Badger,44.4855,-97.2079
Schell City,38.0192,-94.1167
Newbern,39.2353,-85.7508
Troy,33.988,-82.2974
Jackson Center,41.2731,-80.1397
Sims,38.3618,-88.5355
Eunola,31.0326,-85.8409
Wilkesville,39.0768,-82.3275
O'Kean,36.1715,-90.8183
Roll,40.5523,-85.3903
Roosevelt,45.7476,-120.2161
Lake Meredith Estates,35.6639,-101.6027
Smithfield,38.3864,-85.2566
Curran,39.742,-89.7785
Williamson,38.9855,-89.7629
Index,47.8212,-121.5561
Shanksville,40.0173,-78.9069
Logan,48.1557,-101.1664
Hope,48.2542,-116.3064
Lazear,38.7788,-107.7805
Eagle Lake,41.3702,-87.5552
Latham,37.5357,-96.6427
Warba,47.1367,-93.2657
Bivalve,38.3054,-75.8847
West Union,39.2137,-87.6666
Linds Crossing,40.4389,-78.3198
Garden,45.773,-86.5529
Waverly,47.338,-117.2312
Manitou,37.3755,-87.5781
Staves,34.031,-92.278
Linden,41.6427,-94.27
Jordan Valley,42.9793,-117.0574
Woodlawn,39.0909,-84.4729
Venedy,38.3966,-89.6456
Poole,37.6392,-87.6447
Enville,35.3911,-88.4303
Rock Point,38.2754,-76.8428
Oakwood,39.2005,-94.5705
Hanover,33.0029,-86.199
Blairsburg,42.4784,-93.6428
Samoa,40.8146,-124.1893
Wortham,37.8401,-90.6076
Stanwood,43.5805,-85.4481
Thornhill,38.2884,-85.6256
Montour,41.9803,-92.7151
Bogus Hill,41.5075,-73.4625
La Jara,36.1055,-106.9419
Galt,41.7894,-89.7541
Weskan,38.8653,-101.9681
Petrolia,41.0217,-79.7168
Darrow,30.1212,-90.9843
Eugene,38.3547,-92.4031
Lakeside-Beebe Run,39.4522,-75.2497
Howardville,36.5684,-89.5973
Haigler,40.0122,-101.9385
Humboldt River Ranch,40.4318,-118.2719
Cokedale,37.1444,-104.6216
Blountsville,40.0598,-85.2384
Elberon,42.0055,-92.3161
Bartlett,41.8839,-98.5527
Greensboro,39.8786,-85.464
Aragon,33.8899,-108.5201
Fieldon,39.1087,-90.4996
Tumacacori-Carmen,31.5771,-111.0468
Five Points,33.0173,-85.3516
Black Butte Ranch,44.3578,-121.6588
Blairsville,38.0789,-87.762
Cruzville,33.81,-108.6684
Sun Valley Lake,40.8499,-94.0684
Edie,40.0863,-79.128
Willow Creek,45.8178,-111.6402
Mill Run,40.5055,-78.4333
Harrisburg,40.8873,-81.23
Lake Waconda,40.8448,-95.8535
Holstein,40.4652,-98.651
Homestead,39.3632,-94.2006
Ross,48.3128,-102.5435
Conway,45.4188,-84.8634
Grass Valley,45.3591,-120.7844
Spring Creek Colony,45.9077,-98.8806
Tennyson,38.0817,-87.1187
Retsof,42.8325,-77.8756
Atwood,40.7501,-79.2601
Mount Lebanon,32.5053,-93.0499
Northwood,40.6864,-78.2272
Baldwin,42.0731,-90.8386
Hanson,35.4376,-94.6958
Ovett,31.4849,-89.0273
Des Lacs,48.2564,-101.5636
Salt Rock,38.3243,-82.2172
Marble City,35.5823,-94.8186
Sammy Martinez,26.4329,-98.7512
Hamorton,39.8679,-75.6517
Lynch,42.8312,-98.4668
Makaha Valley,21.4844,-158.1843
Glenwood,33.3188,-108.8811
Big Rock,36.5767,-87.7579
Greenwich,39.391,-75.3432
Randall,42.237,-93.6026
Little Rock,36.217,-95.0926
Goldfield,38.7176,-105.1253
Silverstreet,34.2177,-81.7146
Plainfield,40.2051,-81.7181
Sunset,35.224,-90.2056
Frontier,46.8002,-96.8331
Astoria,44.5577,-96.5465
Artesian,44.0079,-97.9237
Edinburg,41.0145,-80.4367
Alicia,35.8929,-91.0835
Brunswick,42.3377,-97.9718
McKee,40.3605,-78.4211
Rodessa,32.9735,-93.9966
Cordova,33.4345,-80.9211
Weingarten,37.8894,-90.2172
Anderson,64.3074,-149.1562
Arcola,33.2705,-90.88
Hartly,39.1683,-75.7124
Troutville,41.0259,-78.7863
Vincent,42.5917,-94.0198
Goodman,45.623,-88.3518
New Boston,40.7985,-76.1503
Marietta,34.5,-88.4726
Denison,39.3938,-95.6285
Davidson,34.2418,-99.0783
Phillipsburg,37.5525,-92.7871
Cassville,40.2928,-78.0272
Waiohinu,19.0714,-155.6145
Seibert,39.298,-102.8695
Sparta,40.3943,-82.6996
Harmonyville,43.0372,-72.6657
Leighton,41.3392,-92.7863
South Lincoln,44.0651,-72.9748
Luray,39.1151,-98.6922
Roe,34.6311,-91.3861
Pocasset,35.178,-97.9592
Silver City,33.0951,-90.4968
Harper,43.857,-117.6265
Big Foot Prairie,42.4956,-88.5983
Grayford,38.9628,-85.5741
Milton,36.5372,-79.2081
Friendsville,41.9179,-76.0477
Itmann,37.5734,-81.4146
Wakpala,45.6594,-100.5355
Hillsboro,40.8372,-91.7113
Liberty Mills,41.0337,-85.7358
Big Cabin,36.5423,-95.222
Burbank,42.7461,-96.8326
Middlebrook,38.0552,-79.2182
Union Mills,41.4931,-86.7775
Westphalia,38.1818,-95.4906
Rupert,40.976,-76.4797
Bairoil,42.2372,-107.5611
Rose,36.2123,-95.0381
Everetts,35.8346,-77.1721
Caney,34.2357,-96.2173
Crane,43.4179,-118.5875
Millboro,37.9785,-79.6022
Netawaka,39.603,-95.7189
Daphnedale Park,41.507,-120.5472
Pine Island,28.5727,-82.6546
Fisher,31.4934,-93.4597
Latty,41.0879,-84.5832
Indianola,35.1637,-95.7761
Canjilon,36.484,-106.4334
Welty,35.6257,-96.4195
Leisure Lake,40.11,-93.7236
Alston,32.081,-82.4789
Fairview,41.0156,-79.7433
Cherry Creek,44.6048,-101.4996
Nunica,43.081,-86.0721
Oneida,37.2701,-83.6496
Orovada,41.5492,-117.8235
Gabbs,38.8621,-117.933
Townshend,43.047,-72.6692
Vanceboro,45.5674,-67.4293
Hobble Creek,40.2084,-111.4859
Big Falls,48.1794,-93.8092
Pine Apple,31.8722,-86.9891
Isleta Comunidad,18.3767,-67.1123
Sweet Water,32.1046,-87.8619
Sena,35.3036,-105.3913
Tabiona,40.3544,-110.7096
Devol,34.1954,-98.5882
Stone Bluff,40.17,-87.2528
Wellersburg,39.7306,-78.8478
Dukedom,36.4949,-88.7163
Big Falls,44.6175,-89.0166
Rimrock Colony,48.8954,-112.0952
Hendersonville,40.3007,-80.1583
Humnoke,34.5422,-91.7596
Castana,42.0734,-95.9104
Tuscumbia,38.2369,-92.4601
Chloride,35.4097,-114.1972
Ulysses,41.0721,-97.203
Barnesdale,45.6487,-123.8545
Valley Hi,40.3162,-83.6759
Hardy,40.0113,-97.924
Ocotillo,32.7431,-116.002
Port Mansfield,26.5623,-97.4365
Okreek,43.3533,-100.3826
Allen,37.6119,-82.7291
Raywick,37.5606,-85.4311
Sylvanite,48.7063,-115.8741
Hannibal,39.6718,-80.8737
Redstone,39.1839,-107.2407
Fairview,40.2976,-85.1962
Huttonsville,38.7139,-79.9765
Rover,34.9518,-93.409
Booth,39.5976,-80.0191
Dodson,48.3953,-108.2472
Drummond,46.3437,-91.25
Edgemont,39.6766,-77.547
Bishop Hill,41.1998,-90.1175
Silver Creek,45.3127,-93.9827
Fisher,35.4915,-90.9725
Cecil,41.219,-84.6017
Black Hawk,39.8043,-105.495
Tajique,34.7601,-106.301
Pritchett,37.3701,-102.8588
Kinney,47.5167,-92.7227
Maple Grove,44.7091,-85.8538
Hallwood,37.8774,-75.5897
Hobson,31.4836,-88.1513
Du Bois,40.0346,-96.0466
Boston,37.6039,-75.8437
Colony,35.3486,-98.6715
Erhard,46.4836,-96.0965
Olivet,39.9461,-87.6396
Florissant,38.9445,-105.29
Marksboro,40.9811,-74.9082
Prairie View,39.832,-99.5732
Nogal,33.5382,-105.7119
Louise,32.9816,-90.5904
Vaiva Vo,32.7167,-111.9269
Hurontown,47.1091,-88.5737
Falls View,38.1296,-81.2539
Manchester,36.9945,-98.0351
Franklin,39.0111,-92.755
Onward,40.6947,-86.1948
Fulton,33.6126,-93.8138
Custer,46.1292,-107.5554
Livingston,37.298,-84.2157
Campus,41.0247,-88.3072
Raritan,40.6958,-90.8251
Kenefic,34.15,-96.3644
Lansing,43.7476,-92.9657
Love Valley,35.9872,-80.9836
Coal Center,40.07,-79.9009
Waco,40.897,-97.4619
Tatums,34.4779,-97.466
Cambria,41.8181,-84.6628
Petty,33.6034,-95.8055
Cape May Point,38.9372,-74.9651
Mount Olivet,38.5318,-84.0357
Buttzville,40.8293,-75.006
West Havre,48.5471,-109.731
Sedgwick,35.9742,-90.8621
Nespelem,48.167,-118.9722
Otter Creek,29.3238,-82.7734
Boyers,41.1084,-79.8989
Potters Mills,40.8023,-77.6271
Fairford,31.178,-88.0728
Arbovale,38.4353,-79.8116
Mount Etna,40.7411,-85.5619
Oneida,39.8668,-95.9398
West Mineral,37.2839,-94.9268
Lake Everett,41.1541,-85.3153
Vincent,39.3749,-81.671
Elizabeth,46.3798,-96.1309
Hutton,39.4145,-79.4801
Saco,48.4571,-107.3414
Coker Creek,35.2632,-84.2882
Talma,41.1539,-86.135
Hughesville,38.8371,-93.2953
Cusseta,32.7876,-85.3057
Somers,42.3788,-94.431
New Liberty,41.7161,-90.878
Sedgwick,40.9355,-102.5256
Pinion Pines,35.1466,-113.9058
Mine La Motte,37.6145,-90.2943
Long Creek,44.7142,-119.1042
Blanford,39.667,-87.5203
Branchville,36.5698,-77.2501
Stonega,36.9522,-82.7899
Boston,37.7837,-85.6804
Ayrshire,43.0396,-94.8338
West Elkton,39.5881,-84.5597
Northville,45.1554,-98.5793
Kossuth,34.8726,-88.6428
Springfield,42.6407,-88.4135
Camden-on-Gauley,38.3686,-80.5973
Fountain Springs,40.7722,-76.3284
Spring Drive Mobile Home Park,40.3071,-78.3301
Vidette,33.0376,-82.2474
Old Bennington,42.8848,-73.2143
Cold Bay,55.2122,-162.7475
Cuney,32.0374,-95.4147
Steuben,43.1833,-90.8569
Bay View,45.386,-84.929
Winston,39.8699,-94.1416
Pickwick,43.9815,-91.4946
Unity,37.152,-89.273
Baxter,39.541,-80.1439
Ojo Sarco,36.125,-105.7846
Austwell,28.3911,-96.8435
Lozano,26.1896,-97.5437
Prairie Hill,39.5208,-92.7363
Atlanta,37.4358,-96.767
Dwale,37.6253,-82.7277
Corning,39.657,-96.0288
Little Bitterroot Lake,48.118,-114.7206
Hyannis,42.0006,-101.7624
Kaktovik,70.1231,-143.6258
Cannelburg,38.668,-86.9977
Bienville,32.3618,-92.9788
Bransford,36.5133,-86.2853
Alamo Beach,28.5734,-96.5655
Oak Shores,35.7602,-120.9813
South Edmeston,42.6854,-75.3113
Nara Visa,35.6068,-103.1043
Marion,46.6091,-98.3375
Bascom,30.9278,-85.1181
Broadview,46.0988,-108.8789
Lorraine,38.569,-98.3174
Longville,46.9877,-94.212
Drakesville,40.7986,-92.4813
Jacksonville,42.7976,-72.8192
Le Flore,34.8981,-94.9772
Norge,34.9888,-97.9941
Hunter,36.564,-97.6625
Steptoe,47.0075,-117.3502
Jamestown,35.4692,-108.4396
Hannasville,41.4716,-79.9311
Bellingham,45.1367,-96.284
Sidney,36.0044,-91.6583
Minnesota City,44.0923,-91.75
McKeansburg,40.6823,-76.0196
North Westminster,43.1219,-72.4554
Holliday,39.4936,-92.1312
Columbia,40.926,-75.0945
Quinwood,38.0586,-80.706
Askewville,36.1116,-76.9412
Kamaili,19.4391,-154.9189
Celeryville,41.0287,-82.7273
Cumberland-Hesstown,39.3641,-74.9284
Stonewall,35.1371,-76.7406
Spray,44.8335,-119.7949
Port Lions,57.8758,-152.8737
Breckenridge,36.4621,-97.7274
Garrison,46.2992,-93.8264
Capron,36.7093,-77.2013
La Clede,38.8806,-88.7128
Meadowlands,47.0731,-92.7312
Tollette,33.8181,-93.8969
Idaville,40.0199,-77.2034
Westphalia,41.7192,-95.3937
Templeville,39.1361,-75.7676
Elida,33.9469,-103.6531
Zap,47.2847,-101.9233
May,31.9798,-98.9247
Hickory Corners,42.4363,-85.3793
Longview,33.4027,-88.9256
Tampa,38.5481,-97.1542
Newtonville,38.002,-86.9433
Burlington Flats,42.7404,-75.1843
King William,37.6882,-77.0212
Metcalf,39.8004,-87.8078
Falun,38.6745,-97.7511
Mound Station,40.0066,-90.8737
Salvisa,37.921,-84.8615
Organ,32.4251,-106.6025
Belfry,37.6194,-82.2684
Lamont,47.2007,-117.9049
Lodge,33.0678,-80.9537
Candlewood Knolls,41.4791,-73.4636
Utica,41.436,-79.9592
Economy,39.9774,-85.0868
Grayson,35.5054,-95.8716
Blue Mountain,35.1311,-93.7162
Altamont,39.8886,-94.0866
Medora,46.9124,-103.5251
Martinsburg,38.444,-86.0261
Rexford,39.4705,-100.7439
Pulcifer,44.8476,-88.3592
Torreon,34.7242,-106.3008
Adams,48.4202,-98.0737
Orchard Hill,33.1851,-84.2123
Ogden,33.5859,-94.0469
Bristow Cove,34.1092,-86.241
New Burnside,37.5787,-88.7727
North Bay,43.2283,-75.745
Damar,39.3192,-99.5844
Elbert,39.2189,-104.5404
Graham,40.2013,-95.0404
Marathon,39.1453,-84.0063
Maxville,46.476,-113.2355
Navarino,44.6109,-88.4934
Chula,39.9219,-93.4776
Albany,33.8769,-96.16
Moclips,47.2348,-124.2024
Butler,36.3562,-82.0347
Jefferson,42.4813,-74.6062
Simpson,39.386,-97.934
Sparks,35.6113,-96.8191
Segundo,37.1225,-104.7395
Creston,41.708,-97.3625
Butlerville,39.0325,-85.5131
Webster,39.9034,-84.9452
Rudy,35.5304,-94.2406
Grenola,37.3507,-96.4494
Ophiem,41.2538,-90.3827
Boaz,43.3299,-90.5277
Kell,38.4912,-88.9032
Bellville,32.1526,-81.9743
Layton,24.8247,-80.8128
Greenfield,35.729,-98.3775
Melbeta,41.7819,-103.5171
Perkins,37.0942,-89.7747
Hopewell,40.1345,-78.2666
Keensburg,38.3518,-87.8683
Pinos Altos,32.8665,-108.2221
Homestead,41.7612,-91.8711
Gilson,40.8629,-90.1992
Ludlow Falls,39.9981,-84.3392
Bald Head Island,33.866,-77.9862
El Rancho,36.2207,-119.0684
Fall River,37.6078,-96.0286
Falling Spring,37.9926,-80.3576
Proctor,31.9867,-98.4304
Henderson,39.075,-75.766
Daniel,42.8657,-110.0766
Lake Lillian,44.9458,-94.8801
Smoaks,33.0895,-80.8142
Ali Molina,31.9025,-111.7804
Smithland,42.2288,-95.9315
Riverton,46.4584,-94.0488
Crestline,37.1701,-94.7065
Wopsononock,40.566,-78.4495
Woodburn,41.0108,-93.5963
Banner,40.5126,-89.9156
Days Creek,42.9705,-123.1658
Panorama Park,41.5557,-90.4538
Garvin,33.9561,-94.9357
Amberg,45.5062,-87.9873
Clements,44.3801,-95.0548
Emerald,45.0833,-92.2579
Magnolia,41.6921,-95.874
Crystal Bay,39.2314,-120.0019
Jeddo,40.9903,-75.8958
Brookeville,39.1808,-77.0591
Virginia City,45.2962,-111.9369
Circleville,39.5095,-95.8555
Chical,34.8658,-106.6671
Clyattville,30.688,-83.3154
Binford,47.5604,-98.3456
Big Bow,37.5609,-101.5573
Reydon,35.6499,-99.9236
Carbon Hill,39.5021,-82.2426
Gattman,33.8848,-88.2367
Goofy Ridge,40.3948,-89.9407
Summit Station,40.562,-76.2013
Clark,39.276,-92.3474
La Fayette,41.1095,-89.9736
Stockett,47.3542,-111.1697
Adair,40.4183,-90.4974
Corn Creek,43.5744,-101.2059
Claremont,38.7176,-87.9728
Denton,40.7393,-96.8461
Milwaukee,36.4047,-77.2306
Spivey,37.4484,-98.1658
Fairfield,40.2462,-112.0842
Deer,35.8238,-93.223
Federal Dam,47.2411,-94.2152
Hollis,55.5113,-132.7023
Hillview,39.4496,-90.5386
Justice Addition,37.8916,-81.9928
Cantrall,39.9353,-89.6788
Willow,35.0515,-99.5098
Belmont,31.7182,-93.5082
Waves,35.5695,-75.4666
Hillsboro,39.1987,-77.7239
Round Mountain,40.8006,-121.9375
Spurgeon,38.2552,-87.2588
Dry Creek,63.6255,-144.6364
Webb,42.9497,-95.013
Morrowville,39.8452,-97.1724
Wildrose,48.6299,-103.1837
Worthville,38.6098,-85.0681
Ulen,40.0661,-86.465
Commerce,37.1583,-89.4467
Oceola,40.8441,-83.0947
Whitingham,42.7892,-72.8834
Frenchville,41.1048,-78.22
Skene,33.704,-90.7974
Bobo,34.1336,-90.6776
Glasgow,39.5487,-90.48
Kaltag,64.3223,-158.7436
Nadine,32.6231,-103.1078
Braman,36.9236,-97.3358
Woodland,33.7797,-89.0507
Chapin,42.8353,-93.222
Gilman,44.4135,-71.7157
Foss,35.45,-99.1707
Truesdale,42.7293,-95.1835
Murtaugh,42.4918,-114.1625
Blomkest,44.9428,-95.0235
Canalou,36.754,-89.6866
Freeburn,37.5619,-82.1514
Teresita,36.123,-94.9803
Happys Inn,48.0638,-115.135
Jersey,33.7177,-83.8
Hindsville,36.1458,-93.8627
Sand Coulee,47.4024,-111.1726
Grafton,40.6298,-97.7146
Kamrar,42.3896,-93.7278
Honor,44.6666,-86.0201
Syracuse,38.6695,-92.8764
Lane,40.122,-88.8558
Haleburg,31.4099,-85.1381
Leadore,44.6802,-113.3592
Quicksburg,38.6932,-78.6789
Mitchellville,36.6344,-86.54
Amsterdam,45.7462,-111.3301
Crook,40.859,-102.8013
St. Lawrence,44.5166,-98.9379
Appleton,35.4185,-92.8724
Rye,37.9212,-104.9322
St. George,39.1662,-79.6987
Scotts,42.1941,-85.4137
Ithaca,41.1594,-96.5394
McClelland,41.3316,-95.6814
Interlaken,40.5413,-111.4749
Maquon,40.798,-90.1632
Hobson,46.9992,-109.8731
Fort Dodge,37.7304,-99.937
White Oak,34.7396,-78.7186
Atkinson Mills,40.4519,-77.8052
Pottersville,43.7363,-73.8211
Madison,38.5163,-76.2182
Hallsboro,34.3189,-78.5934
Avon,46.6264,-112.582
Lena,32.5939,-89.5948
Singers Glen,38.55,-78.9143
Redmon,39.6448,-87.8616
Freedom Acres,34.3199,-111.3051
Clearmont,40.508,-95.0326
Muncie,40.1161,-87.8431
Ophir,37.8568,-107.8312
Colburn,40.5188,-86.7122
Hustler,43.8773,-90.2658
Haverhill,41.9441,-92.9607
Hickory Hill,38.2877,-85.5679
Republic,39.9239,-97.8245
Kenton Vale,39.0514,-84.5199
Yellow Bluff,31.9623,-87.4773
Archer,43.115,-95.7442
Barrytown,42.0001,-73.9259
Osterdock,42.7313,-91.1586
Monterey Park Tract,37.5268,-121.0115
New Grand Chain,37.2552,-89.0165
Bluewater,34.176,-114.264
Taylor,41.7696,-99.3814
Mellette,45.1544,-98.4983
Brice,39.9173,-82.8318
Garrattsville,42.6524,-75.1691
Canton,38.6239,-86.0347
Eareckson Station,52.7213,174.111
Crestview,35.4878,-108.8574
McCord Bend,36.7875,-93.5034
Shevlin,47.5302,-95.2595
Waterville,43.2077,-91.2966
Pace,33.7922,-90.8594
Crum,37.9095,-82.447
Slick,35.7799,-96.28
Leshara,41.3298,-96.4292
Mentor,47.6966,-96.144
Long Island,39.9462,-99.534
Sierra Village,38.0765,-120.1629
Huntington Center,44.2906,-72.9672
Knox City,40.1441,-92.0102
Iron Belt,46.4031,-90.3194
Hanover,42.6389,-89.1712
Leonore,41.189,-88.9825
Morland,39.3489,-100.0743
Tina,39.5379,-93.4413
Wyeville,44.0279,-90.3861
Fairfax,43.0281,-98.889
Burkittsville,39.3923,-77.6275
Springport,40.0472,-85.3924
Kino Springs,31.3641,-110.8096
Blakeslee,41.5243,-84.7309
Bridgewater,41.5347,-73.3646
Booneville,37.4702,-83.6828
Lockwood,35.9412,-121.0802
Denton,36.0905,-89.8915
Mier,40.5748,-85.8233
Stone Creek,40.3998,-81.558
Forksville,41.4896,-76.6028
Mound,31.3505,-97.6432
Forestville,43.6599,-82.6126
Fishersburg,40.072,-85.8594
Loving,33.2628,-98.5156
Rulo,40.0518,-95.4301
Bearden,35.3569,-96.3851
Frankfort,44.8777,-98.3092
Fort Yates,46.0865,-100.6301
Big Arm,47.7936,-114.2701
Elderon,44.7843,-89.248
Laurel Mountain,40.2112,-79.1851
Foley,39.0457,-90.7414
North Escobares,26.4325,-98.9719
Castalia,43.1126,-91.677
Blue Sky,40.3002,-103.8056
Hunnewell,39.6679,-91.8588
Hickory,34.5569,-96.8584
Marengo,46.4219,-90.8081
Reightown,40.6021,-78.3441
Boston,40.312,-79.8237
Greenville,34.0061,-97.124
Kings Valley,44.6985,-123.4269
Lynndyl,39.5085,-112.3933
Emhouse,32.1607,-96.5772
Chester,43.4916,-92.364
Lequire,35.1098,-95.1065
Tacoma,36.9356,-82.5323
Deep Creek,37.763,-75.7552
East Burke,44.5875,-71.9403
Sutherland,39.3896,-112.6399
Powellsville,36.2252,-76.9316
Wilton Center,41.3516,-87.9565
Pleasant Plain,39.2785,-84.1121
Hennepin,34.5143,-97.349
Shopiere,42.5722,-88.9362
Chelan Falls,47.7994,-119.9882
Guthrie,33.6215,-100.329
Miller City,41.1036,-84.1301
Concord,39.8157,-90.3705
Fortescue,39.2359,-75.1701
Oakland,36.4604,-92.5718
Fairmont,36.356,-97.7055
Louann,33.3915,-92.7923
Ashland,32.1165,-93.1172
Little River,39.2702,-123.7818
Adak,51.8815,-176.6295
Galisteo,35.3984,-105.9571
Tilden,28.46,-98.5487
Whispering Pines,34.3728,-111.2813
Geddes,43.254,-98.6974
Dola,40.7848,-83.6989
Rohrersville,39.4348,-77.6655
Clintondale,41.0199,-77.5199
Cearfoss,39.699,-77.7765
Driftwood,30.133,-98.0373
Forada,45.7887,-95.3574
Canova,43.8813,-97.504
Barnes City,41.507,-92.4695
Adrian,35.2741,-102.6672
Sprague,40.6266,-96.7446
Antares,35.4229,-113.8083
Buffalo Gap,43.4921,-103.3154
Reed,33.7017,-91.4458
Solon Mills,42.4423,-88.2765
Prairieburg,42.2376,-91.4258
Taunton,44.5942,-96.063
Luzerne,41.9054,-92.1804
Cowlington,35.3105,-94.7878
Reeves,30.5215,-93.0428
Brooks,47.8165,-96.0036
Keyes,36.8076,-102.2517
Lisbon,39.3361,-77.07
Kinross,41.4591,-91.9873
Rochelle,31.2232,-99.2066
Nilwood,39.3995,-89.8077
Pyatt,36.2509,-92.8443
Matlock,43.2443,-95.9344
Duneland Beach,41.7562,-86.8334
Bendena,39.7436,-95.1811
Gough,33.088,-82.2286
Encantado,35.7934,-105.9111
Saddle Butte,48.5235,-109.6449
Hunter,35.0546,-91.1227
St. Joe,36.029,-92.8078
Woodford,33.6687,-81.112
Bradley,34.878,-97.7088
Neosho Falls,38.0058,-95.5556
Gann,40.4692,-82.1913
Forest River,48.2166,-97.4703
Catlett,38.654,-77.637
Nardin,36.8041,-97.4499
Equality,32.7634,-86.106
Stanley,31.9608,-93.8995
Craig,41.7852,-96.3624
Pierson,43.3196,-85.4975
Darling,34.3591,-90.2754
Leota,43.8298,-96.0218
Elkton,43.6378,-123.5687
Du Bois,38.2214,-89.2127
Baylis,39.7294,-90.9094
Redford,29.4342,-104.1824
Montrose,32.1257,-89.2344
Cherokee,39.6514,-121.5345
Tolna,47.8257,-98.4382
Noonan,48.8899,-103.0101
La Joya,34.345,-106.8466
Atqasuk,70.481,-157.3835
Welton,41.9081,-90.5971
Melrose,40.9791,-93.0508
Woods Landing-Jelm,41.1014,-106.0288
Arcola,41.1037,-85.2941
Cove Forge,40.479,-78.1735
Pence,46.4104,-90.2695
Free Soil,44.1071,-86.211
Stella,40.2323,-95.7736
Terlingua,29.2991,-103.5796
Greenwater,47.1465,-121.632
Palmer,39.6333,-97.1399
Seconsett Island,41.5662,-70.5123
Mill Shoals,38.2495,-88.3457
Dixie,30.7875,-83.668
Winchester,33.7741,-91.4737
Norman,35.1698,-79.7232
Dumont,45.7174,-96.4231
Harding,46.1191,-94.0368
Wildersville,35.7766,-88.3561
Meadow Acres,42.8593,-106.0953
Black Springs,34.4607,-93.7123
Stendal,38.2667,-87.1444
Beverly,39.0138,-97.9755
Fernan Lake Village,47.6726,-116.7472
Still Pond,39.326,-76.0424
Muscotah,39.5535,-95.5204
East Nicolaus,38.91,-121.5443
Theodosia,36.5807,-92.6638
Mount Croghan,34.7697,-80.2264
Olancha,36.2704,-118.0015
Laurel Lake,41.957,-75.9183
Hypericum,36.2562,-119.2169
Short,35.5664,-94.4936
Coal City,39.2303,-87.0458
Lexington,45.4462,-119.6879
Briartown,35.2974,-95.2386
Garrison,46.5259,-112.8205
Gilmanton,44.4738,-91.6785
Worton,39.2718,-76.0933
Dekorra,43.4539,-89.4603
Nash,36.6649,-98.0517
Strasburg,38.7598,-94.1649
Aneta,47.6795,-97.9897
Borup,47.1803,-96.5058
Grandin,47.2367,-97.0032
Farmers,38.1413,-83.5404
Lucas,41.0322,-93.461
Otterville,39.0508,-90.3984
Fountaintown,39.6948,-85.783
Reeder,46.1059,-102.9422
Blockton,40.6168,-94.4779
Encino,26.9364,-98.1152
Mettler,35.0635,-118.9729
Marietta,39.4414,-85.8839
Jerusalem,39.8519,-81.096
Rowena,43.5191,-96.5561
Schnellville,38.3412,-86.7561
Brownville,40.3977,-95.6611
Hemlock,40.42,-86.0414
Lingleville,32.2432,-98.3767
Mosquito Lake,59.4708,-136.1452
Francestown,42.9895,-71.8141
Bromide,34.4183,-96.4948
Ora,41.1739,-86.5531
Sombrillo,35.9802,-106.0352
White Cloud,39.9744,-95.2991
Portal,48.9947,-102.5479
Downsville,32.6264,-92.4129
Bethesda,35.7892,-91.7992
Ames,42.8373,-74.6015
Hoodsport,47.4022,-123.1535
Chain-O-Lakes,36.5341,-93.7244
Epping,48.2817,-103.3579
Tryon,41.5584,-100.9536
Palmersville,36.4084,-88.5842
Bovill,46.8585,-116.3935
Millersburg,41.5733,-92.1592
Hibernia,40.9423,-74.5011
Freedom,36.768,-99.1126
Brussels,38.9483,-90.5887
Marydel,39.113,-75.7497
Wallace,39.9871,-87.1471
Sail Harbor,41.5265,-73.4653
Wolverton,46.563,-96.7363
Farmington,47.0887,-117.0464
Porcupine,46.2218,-101.0999
Clifton,39.7972,-83.8257
Huslia,65.7001,-156.3386
Moskowite Corner,38.4464,-122.1944
Clearville,39.9168,-78.3839
Springbrook,42.1658,-90.4792
Uniontown,35.5853,-94.4469
Deepstep,33.0176,-82.9678
Webster,41.4385,-92.1717
Beason,40.1428,-89.1928
Urie,41.3089,-110.3351
San Jon,35.1113,-103.3364
